9.8976 	EXP 	Created textTwothirds = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='textTwothirds', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
9.9044 	EXP 	Created textGoodbye = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='textGoodbye', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
0.0423 	EXP 	movieGesture_Training: autoLog = True
0.0423 	EXP 	movieGesture: autoLog = True
0.0438 	INFO 	Keyboard events cleared
0.0437 	EXP 	textWelcome: autoDraw = True
27.0367 	DATA 	Mouse: Left button down, pos=(807,439)
27.0869 	DATA 	Mouse:  Left button up, pos=(808,438)
27.7049 	EXP 	Device response: <KeyPress from None: t=27.701002800000424, value=space, duration=None>
27.7057 	DATA 	Keypress: space
27.7197 	INFO 	Keyboard events cleared
27.7196 	EXP 	textWelcome: autoDraw = False
27.7196 	EXP 	textExplanation: autoDraw = True
27.7697 	EXP 	Device response: <KeyPress from None: t=27.701002800000424, value=space, duration=0.06775349999952596>
45.2867 	EXP 	Device response: <KeyPress from None: t=45.27490260000013, value=space, duration=None>
45.2885 	DATA 	Keypress: space
45.3030 	INFO 	Keyboard events cleared
45.3030 	EXP 	textExplanation: autoDraw = False
45.3030 	EXP 	image: autoDraw = True
45.3030 	EXP 	textInstructSpeak: autoDraw = True
45.3030 	EXP 	textInstructSpeak_continue: autoDraw = True
45.3698 	EXP 	Device response: <KeyPress from None: t=45.27490260000013, value=space, duration=0.08983850000004168>
47.6032 	EXP 	Device response: <KeyPress from None: t=47.599858999999924, value=space, duration=None>
47.6048 	DATA 	Keypress: space
47.6197 	INFO 	Keyboard events cleared
47.6197 	EXP 	image: autoDraw = False
47.6197 	EXP 	textInstructSpeak: autoDraw = False
47.6197 	EXP 	textInstructSpeak_continue: autoDraw = False
47.6197 	EXP 	textInstructHand: autoDraw = True
47.6197 	EXP 	imageInstructHand: autoDraw = True
47.6197 	EXP 	textInstructHand_continue: autoDraw = True
47.7198 	EXP 	Device response: <KeyPress from None: t=47.599858999999924, value=space, duration=0.10463329999947746>
48.8865 	EXP 	Device response: <KeyPress from None: t=48.88234790000024, value=space, duration=None>
48.8884 	DATA 	Keypress: space
48.9031 	INFO 	Keyboard events cleared
48.9030 	EXP 	textInstructHand: autoDraw = False
48.9030 	EXP 	imageInstructHand: autoDraw = False
48.9030 	EXP 	textInstructHand_continue: autoDraw = False
48.9030 	EXP 	imageInstructBoth: autoDraw = True
48.9030 	EXP 	textInstructBoth: autoDraw = True
48.9030 	EXP 	textInstructBoth_continue: autoDraw = True
48.9698 	EXP 	Device response: <KeyPress from None: t=48.88234790000024, value=space, duration=0.08227509999960603>
50.0865 	EXP 	Device response: <KeyPress from None: t=50.074735500000315, value=space, duration=None>
50.0991 	EXP 	Imported trainingTrials.csv as conditions, 18 conditions, 8 params
