thisN,thisTrialN,thisRepN,instructionType,instructionSymbol,action,stimText,stimAudio,stimVideo,movement,keyBlockResponse.keys,keyBlockResponse.rt,keyBlockResponse.duration,trainingTrials_block.thisRepN,trainingTrials_block.thisTrialN,trainingTrials_block.thisN,trainingTrials_block.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialsLoop.thisRepN,trialsLoop.thisTrialN,trialsLoop.thisN,trialsLoop.thisIndex,pause.thisRepN,pause.thisTrialN,pause.thisN,pause.thisIndex,halfTimeLoop.thisRepN,halfTimeLoop.thisTrialN,halfTimeLoop.thisN,halfTimeLoop.thisIndex,thisRow.t,notes,welcomeScreen.started,textWelcome.started,keyWelcome.started,welcomeScreen.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.duration,explanationScreen.started,textExplanation.started,keyExplanationResponse.started,explanationScreen.stopped,keyExplanationResponse.keys,keyExplanationResponse.rt,keyExplanationResponse.duration,expInstructSpeak.started,textInstructSpeak.started,imageSpeak.started,textInstructSpeak_continue.started,keyInstructSpeak_continue.started,expInstructSpeak.stopped,keyInstructSpeak_continue.keys,keyInstructSpeak_continue.rt,keyInstructSpeak_continue.duration,expInstructHand.started,textInstructHand.started,keyInstructHand_continue.started,textInstructHand_continue.started,imageInstructHand.started,expInstructHand.stopped,keyInstructHand_continue.keys,keyInstructHand_continue.rt,keyInstructHand_continue.duration,expInstructBoth.started,textInstructBoth.started,imageInstructBoth.started,keyresponseInstructBoth.started,textInstructBoth_continue.started,expInstructBoth.stopped,keyresponseInstructBoth.keys,keyresponseInstructBoth.rt,keyresponseInstructBoth.duration,blockTrials.started,textBlockOne.started,keyBlockResponse.started,blockTrials.stopped,blockLoop.keyBlockResponse.keys,blockLoop.keyBlockResponse.rt,blockLoop.keyBlockResponse.duration,image_aspect,trials.started,iti.started,iti.stopped,trialStart.started,trialStart.stopped,movieGesture.started,soundStimulus.started,soundStimulus.stopped,movieGesture.stopped,instructionImage.started,instructionImage.stopped,actionCue.started,audioGoCue.started,audioGoCue.stopped,actionCue.stopped,trials.stopped,halfTime.started,textHalfTime.started,halfTime.stopped,goodbyeScreen.started,textGoodbye.started,goodbyeScreen.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
70,70,0,gesture,images/hand.png,go,"OK",audios/OK.wav,videos/ok_clip.mp4,digits,space,580.3234493,None,,,,,3,0,3,0,0,70,70,70,,,,,,,,,6509.076495200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6509.0753363,6509.076495200001,6510.791237900001,6510.791237900001,6511.791388600001,6511.791388600001,6512.2913499666665,6513.507867300001,6514.9016004000005,6514.9016004000005,6517.291221900001,6517.291221900001,6517.291242766667,6518.2912725999995,6520.044368500001,6519.7747555999995,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
71,71,0,speech,images/speak.png,go,"bumpy",audios/bumpy.wav,videos/bumpy_clip.mp4,wrist,space,580.3234493,None,,,,,3,0,3,0,0,71,71,71,,,,,,,,,6520.044368500001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6520.042098399999,6520.044368500001,6521.791331799999,6521.791331799999,6522.791453100001,6522.791453100001,6523.291320566666,6525.1246474,6525.8964619,6525.8964619,6528.291288799999,6528.291288799999,6528.291299566667,6529.2912824,6531.0128408,6530.774773900001,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
72,72,0,speech,images/speak.png,go,"hang loose",audios/hangloose.wav,videos/hangloose_clip.mp4,digits,space,580.3234493,None,,,,,3,0,3,0,0,72,72,72,,,,,,,,,6531.0128408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6531.0117469,6531.0128408,6532.7916675,6532.7916675,6533.791381200001,6533.791381200001,6534.291661666666,6535.9078617,6536.8997435,6536.8997435,6539.2917063,6539.2917063,6539.291736666666,6540.2917686,6542.0133903999995,6541.775189800001,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
73,73,0,gesture,images/hand.png,go,"outside",audios/outside.wav,videos/outside_clip.mp4,arm,space,580.3234493,None,,,,,3,0,3,0,0,73,73,73,,,,,,,,,6542.0133903999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6542.0122833000005,6542.0133903999995,6543.791700899999,6543.791700899999,6544.791482500001,6544.791482500001,6545.291296266667,6547.0915886,6547.8960489,6547.8960489,6550.291323699999,6550.291323699999,6550.291747966667,6551.2912794,6553.0334026,6552.7754006,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
74,74,0,gesture,images/hand.png,go,"what",audios/what.wav,videos/what_clip.mp4,wrist,space,580.3234493,None,,,,,3,0,3,0,0,74,74,74,,,,,,,,,6553.0334026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6553.031127599999,6553.0334026,6554.791276600001,6554.791276600001,6555.7921136,6555.7921136,6556.2913530666665,6557.641351300001,6558.897150000001,6558.897150000001,6561.2918407,6561.2918407,6561.291856766666,6562.2918857,6563.9981546,6563.775306,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
75,75,0,speech,images/speak.png,go,"stop",audios/stop2.wav,videos/stop_clip.mp4,wrist,space,580.3234493,None,,,,,3,0,3,0,0,75,75,75,,,,,,,,,6563.9981546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6563.9969771,6563.9981546,6565.791899600001,6565.791899600001,6566.7915809999995,6566.7915809999995,6567.291384166667,6568.874687699999,6569.8709789,6569.8709789,6572.2918694,6572.2918694,6572.291903266667,6573.291861400001,6575.035155699999,6574.7754819,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
76,76,0,speech_gesture,images/speak_gesture.png,go,"hang loose",audios/hangloose.wav,videos/hangloose_clip.mp4,digits,space,580.3234493,None,,,,,3,0,3,0,0,76,76,76,,,,,,,,,6575.035155699999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.663076923076923,6575.0339712,6575.035155699999,6576.791550800001,6576.791550800001,6577.7917641,6577.7917641,6578.291580066667,6579.924913000001,6580.8963945,6580.8963945,6583.2915863,6583.2915863,6583.291571666667,6584.2932313,6586.017322600001,6585.775029799999,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
77,77,0,speech,images/speak.png,go,"bumpy",audios/bumpy.wav,videos/bumpy_clip.mp4,wrist,space,580.3234493,None,,,,,3,0,3,0,0,77,77,77,,,,,,,,,6586.017322600001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6586.0144478,6586.017322600001,6587.791614,6587.791614,6588.7918262,6588.7918262,6589.291627766666,6591.1249558,6591.8916357,6591.8916357,6594.291790699999,6594.291790699999,6594.291642066666,6595.2915935,6597.041510200001,6596.775088799999,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
78,78,0,speech_gesture_no,images/speak_gesture.png,nogo,"sweeping",audios/sweeping.wav,videos/sweeping_clip.mp4,arm,space,580.3234493,None,,,,,3,0,3,0,0,78,78,78,,,,,,,,,6597.041510200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.663076923076923,6597.040326599999,6597.041510200001,6598.7916878,6598.7916878,6599.791867600001,6599.791867600001,6600.291669466666,6602.0916872,6602.8877192,6602.8877192,6605.291729500001,6605.291729500001,6605.291676966666,6606.2923262,6608.0304337,6607.775142099999,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
79,79,0,gesture,images/hand.png,go,"good luck",audios/goodluck2.wav,videos/goodluck_clip.mp4,digits,space,580.3234493,None,,,,,3,0,3,0,0,79,79,79,,,,,,,,,6608.0304337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6608.0291528,6608.0304337,6609.792058700001,6609.792058700001,6610.791808100001,6610.791808100001,6611.291623866666,6612.7749843,6613.882580699999,6613.882580699999,6616.291590299999,6616.291590299999,6616.292090066667,6617.2915266,6619.0436687,6618.775655900001,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
80,80,0,gesture,images/hand.png,go,"yes",audios/yes.wav,videos/yes_clip.mp4,digits,space,580.3234493,None,,,,,3,0,3,0,0,80,80,80,,,,,,,,,6619.0436687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6619.0411619999995,6619.0436687,6620.792148099999,6620.792148099999,6621.792560100001,6621.792560100001,6622.291650466666,6623.9749548,6624.910868499999,6624.910868499999,6627.291641100001,6627.291641100001,6627.292169566666,6628.291608400001,6630.0075387,6629.775626299999,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
81,81,0,speech,images/speak.png,go,"outside",audios/outside.wav,videos/outside_clip.mp4,arm,space,580.3234493,None,,,,,3,0,3,0,0,81,81,81,,,,,,,,,6630.0075387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6630.0063919,6630.0075387,6631.7921418999995,6631.7921418999995,6632.791885799999,6632.791885799999,6633.291695366666,6635.091682300001,6635.911370899999,6635.911370899999,6638.2922304,6638.2922304,6638.292171466666,6639.2941021999995,6641.0256021000005,6640.775593300001,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
82,82,0,gesture,images/hand.png,go,"bumpy",audios/bumpy.wav,videos/bumpy_clip.mp4,wrist,space,580.3234493,None,,,,,3,0,3,0,0,82,82,82,,,,,,,,,6641.0256021000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6641.024473699999,6641.0256021000005,6642.7921996000005,6642.7921996000005,6643.791992,6643.791992,6644.291733166667,6646.1256113,6646.884683599999,6646.884683599999,6649.2922450999995,6649.2922450999995,6649.292275566666,6650.308515000001,6652.035236600001,6651.7757294,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
83,83,0,gesture,images/hand.png,go,"cutting",audios/cutting.wav,videos/cutting_clip.mp4,arm,space,580.3234493,None,,,,,3,0,3,0,0,83,83,83,,,,,,,,,6652.035236600001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6652.032935200001,6652.035236600001,6653.7922696000005,6653.7922696000005,6654.792050599999,6654.792050599999,6655.292068166666,6657.0251467,6657.8870126,6657.8870126,6660.2918783000005,6660.2918783000005,6660.292006266667,6661.293688600001,6662.997738800001,6662.7752889,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
84,84,0,speech,images/speak.png,go,"OK,audios/OK.wav,videos/ok_clip.mp4,digits,space,580.3234493,None,,,,,3,0,3,0,0,84,84,84,,,,,,,,,6662.997738800001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6662.996636600001,6662.997738800001,6664.7918267000005,6664.7918267000005,6665.7920976000005,6665.7920976000005,6666.291846466667,6667.508509200001,6668.8960183,6668.8960183,6671.2922946,6671.2922946,6671.292520466666,6672.293258899999,6674.0364737,6673.775824,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
85,85,0,gesture,images/hand.png,go,"what",audios/what.wav,videos/what_clip.mp4,wrist,space,580.3234493,None,,,,,3,0,3,0,0,85,85,85,,,,,,,,,6674.0364737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6674.035329300001,6674.0364737,6675.7923697999995,6675.7923697999995,6676.792115300001,6676.792115300001,6677.292467566667,6678.6426594,6679.8976692,6679.8976692,6682.291907299999,6682.291907299999,6682.292363066666,6683.2951766999995,6685.038191400001,6684.7759270999995,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
86,86,0,speech,images/speak.png,go,"sweeping",audios/sweeping.wav,videos/sweeping_clip.mp4,arm,space,580.3234493,None,,,,,3,0,3,0,0,86,86,86,,,,,,,,,6685.038191400001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6685.034538,6685.038191400001,6686.792451200001,6686.792451200001,6687.792269,6687.792269,6688.292534866667,6690.092444100001,6690.8667664,6690.8667664,6693.292601200001,6693.292601200001,6693.292460666666,6694.2920558000005,6696.039022700001,6695.7759673,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
87,87,0,speech_gesture,images/speak_gesture.png,go,"goodbye",audios/goodbye.wav,videos/goodbye_clip.mp4,wrist,space,580.3234493,None,,,,,3,0,3,0,0,87,87,87,,,,,,,,,6696.039022700001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.663076923076923,6696.0374974999995,6696.039022700001,6697.7924862,6697.7924862,6698.7922282,6698.7922282,6699.292022066666,6701.292781300001,6701.8918204,6701.8918204,6704.2925264000005,6704.2925264000005,6704.292506066666,6705.2924165,6707.0466958,6706.775989399999,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
88,88,0,gesture,images/hand.png,go,"hang loose",audios/hangloose.wav,videos/hangloose_clip.mp4,digits,space,580.3234493,None,,,,,3,0,3,0,0,88,88,88,,,,,,,,,6707.0466958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6707.0454656,6707.0466958,6708.792679100001,6708.792679100001,6709.792323,6709.792323,6710.292122666666,6711.9260338,6712.882483400001,6712.882483400001,6715.2921477,6715.2921477,6715.292116666666,6716.296021100001,6718.0243097,6717.776141300001,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
89,89,0,speech_gesture,images/speak_gesture.png,go,"bumpy",audios/bumpy.wav,videos/bumpy_clip.mp4,wrist,space,580.3234493,None,,,,,3,0,3,0,0,89,89,89,,,,,,,,,6718.0243097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.663076923076923,6718.019391,6718.0243097,6719.792740499999,6719.792740499999,6720.7930746,6720.7930746,6721.292125066666,6723.1259737,6723.881547999999,6723.881547999999,6726.292617700001,6726.292617700001,6726.292176966666,6727.2938713,6729.0332674,6728.7761212000005,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
90,90,0,speech,images/speak.png,go,"outside",audios/outside.wav,videos/outside_clip.mp4,arm,space,580.3234493,None,,,,,3,0,3,0,0,90,90,90,,,,,,,,,6729.0332674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6729.0320200999995,6729.0332674,6730.792859700001,6730.792859700001,6731.7923887,6731.7923887,6732.292178766667,6734.0923482,6734.8942838,6734.8942838,6737.2927414000005,6737.2927414000005,6737.292710166666,6738.2935516,6740.021537299999,6739.776214199999,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
91,91,0,speech_gesture,images/speak_gesture.png,go,"yes",audios/yes.wav,videos/yes_clip.mp4,digits,space,580.3234493,None,,,,,3,0,3,0,0,91,91,91,,,,,,,,,6740.021537299999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.663076923076923,6740.019930300001,6740.021537299999,6741.79277,6741.79277,6742.7924097,6742.7924097,6743.292734566667,6744.9922119,6745.9032632,6745.9032632,6748.2922862,6748.2922862,6748.292748766666,6749.296475900001,6751.024273999999,6750.7761961,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
92,92,0,speech,images/speak.png,go,"cutting",audios/cutting.wav,videos/cutting_clip.mp4,arm,space,580.3234493,None,,,,,3,0,3,0,0,92,92,92,,,,,,,,,6751.024273999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6751.021372200001,6751.024273999999,6752.7928892,6752.7928892,6753.792475,6753.792475,6754.292299566667,6756.0256045999995,6756.8901587,6756.8901587,6759.2927762,6759.2927762,6759.292859066667,6760.2942616,6762.022619200001,6761.776313,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
93,93,0,gesture,images/hand.png,go,"bumpy",audios/bumpy.wav,videos/bumpy_clip.mp4,wrist,space,580.3234493,None,,,,,3,0,3,0,0,93,93,93,,,,,,,,,6762.022619200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6762.0214595,6762.022619200001,6763.792820799999,6763.792820799999,6764.7925282,6764.7925282,6765.292335766666,6767.142338600001,6767.8652471000005,6767.8652471000005,6770.2929693999995,6770.2929693999995,6770.292774466667,6771.294716300001,6773.027817100001,6772.7763629,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
94,94,0,gesture,images/hand.png,go,"peace",audios/peace.wav,videos/peace_clip.mp4,digits,space,580.3234493,None,,,,,3,0,3,0,0,94,94,94,,,,,,,,,6773.027817100001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6773.026705599999,6773.027817100001,6774.7928563000005,6774.7928563000005,6775.7926272,6775.7926272,6776.292408366666,6777.6590672,6778.886921400001,6778.886921400001,6781.2929697,6781.2929697,6781.292941366666,6782.2943607,6784.0360286,6783.776391199999,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
95,95,0,speech,images/speak.png,go,"stop",audios/stop2.wav,videos/stop_clip.mp4,wrist,space,580.3234493,None,,,,,3,0,3,0,0,95,95,95,,,,,,,,,6784.0360286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6784.0336702,6784.0360286,6785.7929257,6785.7929257,6786.7932783,6786.7932783,6787.2924459666665,6788.8758125,6789.8789712,6789.8789712,6792.292931100001,6792.292931100001,6792.292968666667,6793.295609000001,6795.0224196,6794.776494199999,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
96,96,0,speech,images/speak.png,go,"good luck",audios/goodluck2.wav,videos/goodluck_clip.mp4,digits,space,580.3234493,None,,,,,3,0,3,0,0,96,96,96,,,,,,,,,6795.0224196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6795.0212268,6795.0224196,6796.792566100001,6796.792566100001,6797.792670700001,6797.792670700001,6798.292513466666,6799.7758541,6800.891639400001,6800.891639400001,6803.2925583,6803.2925583,6803.292571866667,6804.293030700001,6806.027588499999,6805.776560599999,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
97,97,0,gesture,images/hand.png,go,"sweeping",audios/sweeping.wav,videos/sweeping_clip.mp4,arm,space,580.3234493,None,,,,,3,0,3,0,0,97,97,97,,,,,,,,,6806.027588499999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6806.026461400001,6806.027588499999,6807.7930302,6807.7930302,6808.792763900001,6808.792763900001,6809.292962266667,6811.092556899999,6811.889521499999,6811.889521499999,6814.2930794,6814.2930794,6814.293139166666,6815.292635600001,6817.0126057,6816.776547699999,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
98,98,0,gesture,images/hand.png,go,"yes",audios/yes.wav,videos/yes_clip.mp4,digits,space,580.3234493,None,,,,,3,0,3,0,0,98,98,98,,,,,,,,,6817.0126057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6817.0102773,6817.0126057,6818.7926272,6818.7926272,6819.793403,6819.793403,6820.293341866667,6821.9925979,6822.911404500001,6822.911404500001,6825.293175999999,6825.293175999999,6825.293115866667,6826.2933075,6828.034478,6827.7765855,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
99,99,0,speech_gesture,images/speak_gesture.png,go,"outside",audios/outside.wav,videos/outside_clip.mp4,arm,space,580.3234493,None,,,,,3,0,3,0,0,99,99,99,,,,,,,,,6828.034478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.663076923076923,6828.0332459,6828.034478,6829.79278,6829.79278,6830.7930089,6830.7930089,6831.292843266667,6833.09323,6833.9107757,6833.9107757,6836.2928182,6836.2928182,6836.292809666666,6837.295505100001,6839.017151399999,6838.7762845,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
100,100,0,speech,images/speak.png,go,"outside",audios/outside.wav,videos/outside_clip.mp4,arm,space,580.3234493,None,,,,,3,0,3,0,0,100,100,100,,,,,,,,,6839.017151399999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6839.015977499999,6839.017151399999,6840.792852799999,6840.792852799999,6841.7930818,6841.7930818,6842.292871866666,6844.0929665,6844.8839038999995,6844.8839038999995,6847.2929576999995,6847.2929576999995,6847.292868066666,6848.293361600001,6850.0294242,6849.776329300001,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
101,101,0,speech,images/speak.png,go,"bumpy",audios/bumpy.wav,videos/bumpy_clip.mp4,wrist,space,580.3234493,None,,,,,3,0,3,0,0,101,101,101,,,,,,,,,6850.0294242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6850.0271667,6850.0294242,6851.7928895000005,6851.7928895000005,6852.7930767,6852.7930767,6853.2929306666665,6855.1429575,6855.889328699999,6855.889328699999,6858.292992000001,6858.292992000001,6858.292948666667,6859.296760900001,6861.050202,6860.776386,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
102,102,0,speech,images/speak.png,go,"what",audios/what.wav,videos/what_clip.mp4,wrist,space,580.3234493,None,,,,,3,0,3,0,0,102,102,102,,,,,,,,,6861.050202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6861.0490529,6861.050202,6862.793151100001,6862.793151100001,6863.793162,6863.793162,6864.292963366666,6865.6429513,6866.8890345,6866.8890345,6869.292984400001,6869.292984400001,6869.292977366666,6870.2935309,6872.023385300001,6871.7763987,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
103,103,0,speech_gesture,images/speak_gesture.png,go,"stop",audios/stop2.wav,videos/stop_clip.mp4,wrist,space,580.3234493,None,,,,,3,0,3,0,0,103,103,103,,,,,,,,,6872.023385300001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.663076923076923,6872.022149099999,6872.023385300001,6873.7931069999995,6873.7931069999995,6874.7932316999995,6874.7932316999995,6875.292982666666,6876.876372799999,6877.8988076000005,6877.8988076000005,6880.2930055,6880.2930055,6880.293013966666,6881.2944995,6883.022562,6882.776534799999,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
104,104,0,speech_gesture,images/speak_gesture.png,go,"goodbye",audios/goodbye.wav,videos/goodbye_clip.mp4,wrist,space,580.3234493,None,,,,,3,0,3,0,0,104,104,104,,,,,,,,,6883.022562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.663076923076923,6883.0175521,6883.022562,6884.793147599999,6884.793147599999,6885.7931974,6885.7931974,6886.293040166667,6888.296485999999,6888.8990297,6888.8990297,6891.293070899999,6891.293070899999,6891.293171266667,6892.2963172,6894.022342099999,6893.7766630999995,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
105,105,0,speech,images/speak.png,go,"cutting",audios/cutting.wav,videos/cutting_clip.mp4,arm,space,580.3234493,None,,,,,3,0,3,0,0,105,105,105,,,,,,,,,6894.022342099999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6894.021140999999,6894.022342099999,6895.793215400001,6895.793215400001,6896.7932657,6896.7932657,6897.293108466667,6899.0264487,6899.8970006,6899.8970006,6902.293158500001,6902.293158500001,6902.293133866666,6903.296275999999,6905.0146841999995,6904.7766575000005,,,,,,,BCI02,001,2025-12-12_10h20.03.735,CoSpeechGestures,,2025.1.1,59.95139141183242,2025-12-12 10h20.18.187367 -0600,
